timestamp,score,is_threat,log,analysis
12:15:57,0.0026,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item1 HTTP/1.1"" 200 4914",
12:15:57,0.0057,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 561",
12:15:58,0.0016,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /contact HTTP/1.1"" 200 3789",
12:15:58,0.0052,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 1039",
12:15:59,0.0032,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item2 HTTP/1.1"" 200 3437",
12:16:03,0.4691,True,"192.168.66.6 - - [30/Jan/2026:11:10:53 +0000] ""GET /api/v1/user?id=<script>alert(1) HTTP/1.1"" 403 363","The attack type in this server log is a 403 status code, which indicates a forbidden or restricted access attempt. This could be a common attack method used by malicious actors to gain unauthorized access to a system or network."
12:16:03,0.0008,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /contact HTTP/1.1"" 200 3796",
12:16:04,0.0187,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 1831",
12:16:04,0.0011,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 632",
12:16:05,0.0398,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 1908",
12:16:05,0.0025,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 944",
12:16:06,0.0029,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item1 HTTP/1.1"" 200 810",
12:16:06,0.0018,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /js/app.js HTTP/1.1"" 200 4918",
12:16:07,0.0029,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /index.html HTTP/1.1"" 200 866",
12:16:07,0.0028,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 4824",
12:16:08,0.0033,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 1034",
12:16:08,0.0009,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item2 HTTP/1.1"" 200 337",
12:16:09,0.0064,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 3440",
12:16:09,0.0038,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /css/style.css HTTP/1.1"" 200 620",
12:16:10,0.0013,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /js/app.js HTTP/1.1"" 200 2436",
12:16:10,0.0006,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /js/app.js HTTP/1.1"" 200 2942",
12:16:11,0.0013,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /css/style.css HTTP/1.1"" 200 3701",
12:16:11,0.0013,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /css/style.css HTTP/1.1"" 200 1485",
12:16:13,0.4747,True,"192.168.66.6 - - [30/Jan/2026:11:10:53 +0000] ""GET /api/v1/user?id=<script>alert(1) HTTP/1.1"" 403 1101","The attack type in this server log is a 403 status code and a 1101 byte payload, indicating a cross-site scripting (XSS) attack."
12:16:13,0.0044,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /contact HTTP/1.1"" 200 3194",
12:16:14,0.0036,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /contact HTTP/1.1"" 200 3452",
12:16:14,0.0031,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item2 HTTP/1.1"" 200 3297",
12:16:15,0.0159,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /contact HTTP/1.1"" 200 1547",
12:16:17,0.3927,True,"192.168.66.6 - - [30/Jan/2026:11:10:53 +0000] ""GET /......./etc/passwd HTTP/1.1"" 403 907","The attack type in this server log is a 403 Forbidden response from a HTTP/1.1 request to the URL ""/......./etc/passwd"" with a 907 response code. This indicates that a malicious user attempted to access a restricted resource,"
12:16:17,0.0007,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item2 HTTP/1.1"" 200 3930",
12:16:18,0.0018,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 427",
12:16:18,0.0029,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item1 HTTP/1.1"" 200 4942",
12:16:19,0.0023,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /index.html HTTP/1.1"" 200 4295",
12:16:19,0.0064,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item1 HTTP/1.1"" 200 385",
12:16:20,0.0021,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item1 HTTP/1.1"" 200 589",
12:16:20,0.0013,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /js/app.js HTTP/1.1"" 200 4648",
12:16:21,0.0012,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /js/app.js HTTP/1.1"" 200 1105",
12:16:21,0.0043,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item2 HTTP/1.1"" 200 2563",
12:16:22,0.0117,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /index.html HTTP/1.1"" 200 1277",
12:16:22,0.004,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /index.html HTTP/1.1"" 200 1473",
12:16:23,0.0041,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 2237",
12:16:23,0.0051,False,"192.168.1.55 - - [30/Jan/2026:11:10:53 +0000] ""GET /about HTTP/1.1"" 200 2870",
12:16:24,0.0065,False,"172.16.0.23 - - [30/Jan/2026:11:10:53 +0000] ""GET /index.html HTTP/1.1"" 200 3149",
12:16:24,0.0055,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 2209",
12:16:25,0.0091,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /login HTTP/1.1"" 200 4021",
12:16:26,0.3865,True,"192.168.66.6 - - [30/Jan/2026:11:10:53 +0000] ""GET /......./etc/passwd HTTP/1.1"" 403 2604","The attack type in this server log is a 403 status code and a 2604 byte response, indicating a successful HTTPS connection attempt with a 403 Forbidden error code and a large response size. This indicates a DDoS attack, where a large"
12:16:27,0.0017,False,"192.168.1.10 - - [30/Jan/2026:11:10:53 +0000] ""GET /products/item2 HTTP/1.1"" 200 3849",
12:16:27,0.0618,False,"10.0.0.5 - - [30/Jan/2026:11:10:53 +0000] ""GET /index.html HTTP/1.1"" 200 1772",
